user_id,age,sex,occupation
2754,68,M,Programmer
2755,53,M,Executive
2756,36,M,College
2757,43,M,Artist
2758,74,M,Farmer
2759,43,M,Executive
2760,74,M,Other
2761,53,M,Doctor
2762,68,M,Self-employed
2763,36,F,College
2764,43,M,Executive
2765,68,M,Executive
2766,63,M,Executive
2767,43,M,Other
2768,43,M,Technician
2769,43,M,Executive
2770,53,M,Educator
2771,36,M,Educator
2772,53,M,Technician
2773,53,M,Artist
2774,43,M,Educator
2775,36,F,College
2776,43,M,Sales
2777,36,M,College
2778,74,M,Retired
2779,53,M,Executive
2780,43,M,Technician
2781,53,M,College
2782,36,F,College
2783,63,M,Technician
2784,68,M,Writer
2785,74,M,Retired
2786,43,M,College
2787,43,M,College
2788,74,M,Educator
2789,36,M,College
2790,43,M,Writer
2791,74,M,Executive
2792,36,M,College
2793,53,M,Executive
2794,43,M,Artist
2795,68,M,Retired
2796,43,M,Sales
2797,43,F,Executive
2798,53,M,Writer
2799,36,M,Other
2800,36,F,College
2801,43,F,Administrator
2802,53,M,Writer
2803,43,M,Executive
2804,53,F,Other
2805,74,M,Unemployed
2806,19,M,Student
2807,53,F,Lawyer
2808,74,M,Self-employed
2809,43,M,Executive
2810,19,F,Student
2811,43,M,Unemployed
2812,43,M,Technician
2813,43,M,Writer
2814,53,M,Executive
2815,53,M,Technician
2816,43,M,Executive
2817,53,M,Programmer
2818,43,M,Programmer
2819,63,M,Sales
2820,53,F,Other
2821,36,M,Writer
2822,68,M,Executive
2823,43,M,College
2824,36,M,College
2825,43,F,Writer
2826,53,M,Programmer
2827,43,M,Technician
2828,36,M,College
2829,63,M,Writer
2830,53,M,Executive
2831,43,M,Other
2832,43,M,Technician
2833,43,M,Scientist
2834,53,M,Educator
2835,53,M,Writer
2836,43,M,Programmer
2837,36,M,Other
2838,36,M,Educator
2839,43,M,Technician
2840,43,M,Other
2841,68,M,Programmer
2842,53,M,Technician
2843,43,F,College
2844,43,M,Writer
2845,43,M,College
2846,36,F,College
2847,36,M,College
2848,43,M,Other
2849,63,M,Lawyer
2850,36,M,Writer
2851,43,F,Executive
2852,43,M,Programmer
2853,19,M,Educator
2854,36,F,College
2855,43,M,College
2856,53,M,Lawyer
2857,43,M,Other
2858,19,F,Student
2859,36,M,Educator
2860,53,M,Technician
2861,43,M,Scientist
2862,63,M,Executive
2863,43,F,Artist
2864,53,F,Administrator
2865,43,F,Doctor
2866,43,M,Executive
2867,63,M,Technician
2868,53,M,Programmer
2869,68,M,Technician
2870,68,M,Tradesman
2871,43,F,Sales
2872,43,M,Writer
2873,36,F,College
2874,53,F,Writer
2875,43,M,Artist
2876,43,M,Technician
2877,53,M,Educator
2878,68,F,Writer
2879,36,M,College
2880,36,M,Programmer
2881,43,F,Programmer
2882,36,M,Writer
2883,36,M,Writer
2884,68,F,Administrator
2885,36,F,Educator
2886,36,M,College
2887,43,M,Administrator
2888,43,M,Sales
2889,53,M,Administrator
2890,53,M,Executive
2891,36,F,College
2892,43,M,College
2893,43,M,Educator
2894,36,M,College
2895,43,M,Lawyer
2896,36,M,Sales
2897,43,M,Customer Service
2898,36,M,College
2899,53,M,Sales
2900,36,M,Programmer
2901,43,M,Technician
2902,43,M,Programmer
2903,43,M,Self-employed
2904,43,M,College
2905,53,M,Technician
2906,53,M,Unemployed
2907,53,F,Customer Service
2908,36,M,Artist
2909,43,M,Executive
2910,19,M,Unemployed
2911,43,F,College
2912,36,F,College
2913,53,F,Writer
2914,43,M,College
2915,43,M,Executive
2916,63,M,Artist
2917,43,M,Other
2918,43,M,Programmer
2919,36,M,Technician
2920,43,M,Artist
2921,68,M,Educator
2922,43,M,Technician
2923,53,M,Programmer
2924,36,F,College
2925,43,F,College
2926,36,F,Artist
2927,43,M,Programmer
2928,43,M,Artist
2929,36,M,Artist
2930,68,M,Technician
2931,36,M,College
2932,43,M,Programmer
2933,53,M,Lawyer
2934,53,F,Writer
2935,43,M,Other
2936,36,F,College
2937,36,F,College
2938,43,F,Other
2939,43,F,Scientist
2940,43,M,Other
2941,53,M,Programmer
2942,68,F,Educator
2943,53,M,Programmer
2944,36,F,College
2945,53,F,Technician
2946,53,M,Self-employed
2947,43,F,Other
2948,36,M,Sales
2949,43,M,Technician
2950,36,M,Other
2951,53,F,Sales
2952,43,M,College
2953,43,M,Writer
2954,36,M,Artist
2955,53,M,Sales
2956,43,M,Programmer
2957,36,M,College
2958,43,M,Executive
2959,53,M,Technician
2960,36,M,College
2961,68,M,Technician
2962,53,M,Administrator
2963,36,F,College
2964,43,M,Technician
2965,53,F,College
2966,43,F,College
2967,43,M,Other
2968,36,F,Other
2969,43,M,Executive
2970,36,M,College
2971,43,M,College
2972,43,M,College
2973,36,F,College
2974,36,M,College
2975,53,M,Lawyer
2976,36,M,Writer
2977,36,F,College
2978,53,M,Writer
2979,53,M,Artist
2980,63,M,Executive
2981,63,M,Doctor
2982,43,M,College
2983,36,M,College
2984,43,M,College
2985,36,M,College
2986,43,M,College
2987,36,M,College
2988,36,F,Doctor
2989,53,M,Programmer
2990,53,M,Programmer
2991,68,M,Educator
2992,36,M,College
2993,36,M,Unemployed
2994,53,M,Customer Service
2995,43,M,Scientist
2996,36,M,Other
2997,53,F,Self-employed
2998,43,F,Educator
2999,43,M,Executive
3000,43,M,College
3001,36,M,College
3002,63,M,Lawyer
3003,36,M,Scientist
3004,36,F,College
3005,43,M,Technician
3006,36,M,College
3007,53,M,Other
3008,36,M,College
3009,53,F,Administrator
3010,43,M,Programmer
3011,43,M,Educator
3012,43,M,Programmer
3013,63,M,Technician
3014,53,M,Executive
3015,74,M,Doctor
3016,36,M,Programmer
3017,53,F,Homemaker
3018,53,M,Other
3019,68,M,Programmer
3020,53,F,Executive
3021,63,F,Scientist
3022,43,M,Technician
3023,43,F,Executive
3024,53,M,Technician
3025,53,F,Other
3026,36,F,College
3027,36,M,College
3028,19,M,Student
3029,36,M,College
3030,53,M,Educator
3031,36,M,College
3032,43,M,Other
3033,36,M,College
3034,36,F,Educator
3035,43,F,Executive
3036,74,M,Retired
3037,43,F,Artist
3038,53,F,Artist
3039,68,F,Administrator
3040,43,M,Farmer
3041,43,M,College
3042,74,M,Educator
3043,36,M,Artist
3044,53,M,Self-employed
3045,63,M,Educator
3046,19,M,College
3047,43,F,College
3048,36,M,Artist
3049,68,F,Other
3050,53,M,Programmer
3051,36,M,Technician
3052,53,M,Programmer
3053,43,F,Administrator
3054,36,M,College
3055,43,F,Administrator
3056,43,M,Tradesman
3057,43,F,Programmer
3058,36,M,Programmer
3059,53,M,Other
3060,53,F,Educator
3061,63,M,Artist
3062,36,M,College
3063,36,M,College
3064,53,M,Technician
3065,36,F,College
3066,36,M,College
3067,43,F,Other
3068,53,F,Homemaker
3069,36,M,College
3070,36,F,College
3071,43,M,Educator
3072,68,M,Educator
3073,43,M,Other
3074,43,M,Other
3075,43,F,Lawyer
3076,53,M,Technician
3077,36,M,College
3078,53,F,Educator
3079,43,F,Educator
3080,43,M,Writer
3081,43,M,Executive
3082,53,F,Doctor
3083,68,F,Other
3084,43,M,Self-employed
3085,43,M,College
3086,36,M,Programmer
3087,19,F,Educator
3088,43,F,College
3089,63,M,Self-employed
3090,43,M,Artist
3091,43,F,Other
3092,53,M,Scientist
3093,63,F,Writer
3094,53,M,Other
3095,43,F,Administrator
3096,63,F,Administrator
3097,43,F,Customer Service
3098,43,M,College
3099,43,M,Technician
3100,43,F,Doctor
3101,36,M,Scientist
3102,43,M,Programmer
3103,43,M,Writer
3104,36,M,Technician
3105,53,M,Programmer
3106,43,M,Other
3107,43,M,Technician
3108,68,M,Doctor
3109,43,F,Lawyer
3110,43,M,Other
3111,36,M,College
3112,36,M,Programmer
3113,43,M,Student
3114,36,M,Customer Service
3115,53,M,Technician
3116,43,M,Programmer
3117,53,M,Other
3118,43,M,Other
3119,63,M,Educator
3120,36,M,College
3121,43,M,Artist
3122,43,F,Executive
3123,43,M,Artist
3124,43,M,Programmer
3125,43,M,Executive
3126,43,M,Artist
3127,43,F,Other
3128,36,M,Artist
3129,43,M,Executive
3130,43,M,Executive
3131,43,F,Artist
3132,53,M,Executive
3133,36,M,College
3134,36,M,College
3135,43,M,Scientist
3136,43,F,College
3137,43,M,Lawyer
3138,53,M,Technician
3139,74,M,Retired
3140,43,F,College
3141,43,M,Sales
3142,43,M,Writer
3143,68,F,Self-employed
3144,43,F,Executive
3145,36,M,College
3146,43,M,Other
3147,43,M,Sales
3148,36,M,Writer
3149,36,M,College
3150,43,F,Administrator
3151,43,F,Other
3152,36,M,College
3153,43,F,College
3154,43,F,College
3155,43,M,Executive
3156,53,M,Executive
3157,43,M,Programmer
3158,43,M,Scientist
3159,43,F,Scientist
3160,43,M,Technician
3161,43,M,Executive
3162,43,M,Educator
3163,36,M,Scientist
3164,36,M,Programmer
3165,53,M,Executive
3166,36,M,College
3167,43,M,Artist
3168,53,F,Customer Service
3169,68,M,Other
3170,43,M,Other
3171,68,F,Administrator
3172,36,M,Programmer
3173,43,M,Programmer
3174,36,F,Sales
3175,53,M,Self-employed
3176,43,M,Technician
3177,43,F,Doctor
3178,53,F,Customer Service
3179,36,F,Writer
3180,43,M,Sales
3181,43,M,Programmer
3182,43,M,Programmer
3183,68,M,Executive
3184,43,F,Tradesman
3185,36,M,Executive
3186,68,M,Educator
3187,53,M,Programmer
3188,74,M,Retired
3189,43,M,Self-employed
3190,19,M,Technician
3191,43,M,Programmer
3192,36,M,College
3193,43,M,Other
3194,43,M,Scientist
3195,36,M,College
3196,36,F,College
3197,36,F,Sales
3198,43,M,Programmer
3199,36,M,Other
3200,43,F,Educator
3201,63,M,Executive
3202,36,F,College
3203,53,M,Other
3204,63,M,Self-employed
3205,53,F,Self-employed
3206,36,M,Writer
3207,53,M,Executive
3208,43,M,Sales
3209,43,M,Other
3210,63,F,Other
3211,68,M,Self-employed
3212,43,F,Technician
3213,43,F,Educator
3214,74,F,Executive
3215,68,F,Retired
3216,53,M,Educator
3217,53,F,Other
3218,74,M,Doctor
3219,36,F,College
3220,53,M,Executive
3221,43,M,Other
3222,53,M,Executive
3223,43,M,Writer
3224,43,F,Sales
3225,36,M,Other
3226,53,M,College
3227,43,F,Sales
3228,43,M,Sales
3229,74,F,Educator
3230,53,M,Self-employed
3231,43,M,Executive
3232,53,M,Programmer
3233,68,M,Artist
3234,19,F,Other
3235,36,M,College
3236,36,M,Scientist
3237,53,M,Executive
3238,53,M,Executive
3239,43,F,Programmer
3240,36,M,College
3241,68,F,Other
3242,68,M,Retired
3243,43,M,Programmer
3244,36,F,College
3245,36,M,Artist
3246,53,F,Educator
3247,53,M,Scientist
3248,43,F,Executive
3249,43,F,College
3250,43,M,College
3251,53,M,Technician
3252,68,M,Other
3253,53,F,College
3254,53,F,Doctor
3255,43,F,Scientist
3256,43,M,Scientist
3257,43,M,Sales
3258,63,M,Doctor
3259,36,F,College
3260,43,M,College
3261,63,M,Writer
3262,43,M,Sales
3263,68,M,Lawyer
3264,43,F,Educator
3265,43,M,Scientist
3266,43,F,College
3267,43,M,College
3268,43,M,Programmer
3269,36,F,Writer
3270,36,M,Lawyer
3271,53,F,Other
3272,53,M,Other
3273,53,M,Executive
3274,43,M,Writer
3275,53,M,Executive
3276,43,M,Writer
3277,43,M,Technician
3278,53,M,Executive
3279,63,M,Scientist
3280,43,M,Executive
3281,43,M,Technician
3282,63,M,Administrator
3283,53,M,Self-employed
3284,43,M,Doctor
3285,43,M,College
3286,53,F,Executive
3287,74,M,Retired
3288,43,M,Sales
3289,63,M,Doctor
3290,43,M,Sales
3291,43,F,Executive
3292,68,F,Doctor
3293,63,M,Sales
3294,36,M,College
3295,36,M,Tradesman
3296,36,M,Sales
3297,36,M,College
3298,19,M,Student
3299,43,F,College
3300,53,M,Customer Service
3301,43,F,Artist
3302,43,M,Technician
3303,74,M,Technician
3304,63,F,Customer Service
3305,74,M,Writer
3306,63,M,Sales
3307,68,M,Doctor
3308,36,F,Writer
3309,43,M,Technician
3310,63,M,Sales
3311,43,M,College
3312,36,F,College
3313,53,M,Writer
3314,43,M,Executive
3315,43,M,Programmer
3316,19,M,Unemployed
3317,43,M,College
3318,74,M,Retired
3319,74,F,Retired
3320,43,M,Educator
3321,53,M,Educator
3322,36,F,College
3323,53,M,Sales
3324,53,M,Technician
3325,53,F,Sales
3326,63,M,Executive
3327,36,M,Programmer
3328,74,M,Unemployed
3329,68,M,Tradesman
3330,53,F,Educator
3331,43,F,Executive
3332,43,M,Executive
3333,36,M,Self-employed
3334,53,M,Other
3335,43,M,Other
3336,53,M,Technician
3337,43,M,College
3338,63,M,Self-employed
3339,43,M,Technician
3340,63,M,Self-employed
3341,43,M,Writer
3342,43,F,Customer Service
3343,36,F,College
3344,53,M,Other
3345,43,M,Executive
3346,53,M,Executive
3347,53,F,Executive
3348,63,M,Self-employed
3349,36,F,College
3350,36,F,Other
3351,36,F,Customer Service
3352,53,M,Other
3353,53,M,Technician
3354,43,M,Executive
3355,43,M,Educator
3356,53,M,Executive
3357,43,M,Tradesman
3358,43,F,Educator
3359,43,M,Writer
3360,43,F,Other
3361,43,M,College
3362,43,F,Other
3363,53,F,Homemaker
3364,74,M,Retired
3365,68,M,Technician
3366,53,M,Sales
3367,68,M,Self-employed
3368,43,M,Sales
3369,63,M,Tradesman
3370,36,M,College
3371,43,M,Artist
3372,74,M,Retired
3373,36,M,Self-employed
3374,53,M,Customer Service
3375,43,M,College
3376,53,M,Self-employed
3377,43,M,Technician
3378,36,M,College
3379,53,M,Educator
3380,68,M,Other
3381,43,M,Other
3382,19,F,Student
3383,74,M,Self-employed
3384,53,M,Executive
3385,43,F,Homemaker
3386,36,M,College
3387,36,M,Educator
3388,43,F,Educator
3389,36,M,Other
3390,63,F,Writer
3391,36,M,College
3392,68,M,Doctor
3393,53,M,Programmer
3394,53,M,Executive
3395,43,M,Executive
3396,43,M,Programmer
3397,43,M,Customer Service
3398,36,M,Writer
3399,43,M,College
3400,43,M,Sales
3401,53,M,Executive
3402,53,M,Writer
3403,53,M,Customer Service
3404,43,M,Farmer
3405,53,M,Sales
3406,43,F,Executive
3407,63,F,Customer Service
3408,43,M,Technician
3409,43,M,College
3410,53,M,Educator
3411,36,M,College
3412,43,M,Tradesman
3413,43,F,Technician
3414,43,M,Technician
3415,53,M,Executive
3416,43,M,Programmer
3417,36,F,Artist
3418,36,F,Administrator
3419,63,M,Educator
3420,43,F,Executive
3421,63,M,Executive
3422,43,M,Customer Service
3423,43,M,Executive
3424,43,M,Doctor
3425,36,M,Writer
3426,43,M,Writer
3427,43,M,Sales
3428,63,M,Educator
3429,43,F,Executive
3430,63,F,Educator
3431,63,F,Doctor
3432,43,M,Programmer
3433,36,M,Programmer
3434,36,M,College
3435,63,M,Educator
3436,53,M,Other
3437,43,F,Other
3438,43,F,Other
3439,36,M,Technician
3440,74,M,Technician
3441,43,F,Sales
3442,36,M,Programmer
3443,53,F,Technician
3444,68,M,Sales
3445,53,F,Writer
3446,43,M,Executive
3447,43,M,Programmer
3448,36,F,Administrator
3449,43,M,Sales
3450,43,M,Customer Service
3451,43,F,Lawyer
3452,43,M,Sales
3453,53,M,Executive
3454,36,M,Other
3455,43,F,Other
3456,43,M,Technician
3457,43,M,Writer
3458,63,M,Other
3459,36,M,College
3460,19,M,College
3461,53,M,Other
3462,43,F,College
3463,43,M,Scientist
3464,43,F,Sales
3465,43,M,Sales
3466,43,M,Sales
3467,43,M,Sales
3468,43,M,Writer
3469,63,M,Technician
3470,53,M,Technician
3471,36,M,College
3472,43,M,Doctor
3473,53,F,Self-employed
3474,53,M,Lawyer
3475,43,M,Sales
3476,68,M,Other
3477,68,F,Educator
3478,43,M,Executive
3479,36,M,College
3480,43,M,Other
3481,36,M,College
3482,68,M,Technician
3483,63,F,Executive
3484,36,M,College
3485,43,M,Other
3486,36,F,Other
3487,36,M,College
3488,63,M,Technician
3489,36,M,College
3490,43,M,Other
3491,43,M,Self-employed
3492,53,M,Executive
3493,43,M,Technician
3494,43,M,Educator
3495,36,M,College
3496,53,M,Customer Service
3497,53,F,Artist
3498,43,M,Technician
3499,43,M,Administrator
3500,53,M,Executive
3501,53,F,Executive
3502,36,F,Executive
3503,36,M,College
3504,36,M,Executive
3505,43,F,Scientist
3506,36,M,Programmer
3507,43,M,Other
3508,36,M,College
3509,36,M,College
3510,36,F,College
3511,68,M,Other
3512,36,M,Technician
3513,43,M,Self-employed
3514,36,M,Programmer
3515,53,M,Administrator
3516,36,M,College
3517,36,M,Programmer
3518,36,F,Executive
3519,43,F,Sales
3520,43,M,Other
3521,43,M,Other
3522,36,M,Other
3523,53,M,Executive
3524,43,F,Other
3525,36,F,College
3526,53,M,Artist
3527,43,M,Other
3528,53,M,Customer Service
3529,63,F,Educator
3530,43,M,Other
3531,43,F,Lawyer
3532,53,F,Sales
3533,43,M,Artist
3534,53,M,Technician
3535,63,M,Tradesman
3536,36,M,College
3537,19,M,Student
3538,53,M,Other
3539,43,F,College
3540,36,M,Technician
3541,43,M,Administrator
3542,43,M,Scientist
3543,43,M,Technician
3544,43,F,College
3545,53,M,Programmer
3546,43,M,Writer
3547,53,M,Self-employed
3548,63,M,Executive
3549,53,F,Executive
3550,43,M,Customer Service
3551,74,F,Other
3552,53,F,Artist
3553,53,M,Self-employed
3554,43,M,Scientist
3555,74,M,Executive
3556,43,M,Technician
3557,36,M,Customer Service
3558,36,M,Technician
3559,36,M,College
3560,43,F,Doctor
3561,53,M,Sales
3562,43,F,Doctor
3563,43,M,Artist
3564,43,M,Lawyer
3565,43,M,Tradesman
3566,63,M,Other
3567,43,M,Sales
3568,43,M,Other
3569,36,F,Artist
3570,53,M,Programmer
3571,36,M,College
3572,53,M,Lawyer
3573,19,M,Student
3574,53,F,Doctor
3575,43,M,Tradesman
3576,68,M,Executive
3577,74,F,Other
3578,68,M,Administrator
3579,36,M,Other
3580,36,F,Administrator
3581,36,M,Educator
3582,53,F,Other
3583,43,F,Homemaker
3584,36,M,Other
3585,53,M,Writer
3586,53,M,Writer
3587,53,M,Administrator
3588,43,M,Artist
3589,63,F,Other
3590,36,F,Scientist
3591,53,M,Doctor
3592,74,F,Artist
3593,43,F,Homemaker
3594,19,M,Other
3595,43,M,Other
3596,53,F,College
3597,43,M,Technician
3598,74,M,Educator
3599,43,M,Self-employed
3600,53,M,Writer
3601,53,F,Administrator
3602,43,M,Programmer
3603,53,F,Executive
3604,19,F,Student
3605,36,M,Programmer
3606,43,F,Scientist
3607,53,M,Technician
3608,53,F,Homemaker
3609,43,F,Technician
3610,36,M,Doctor
3611,43,M,Artist
3612,43,M,Sales
3613,43,M,Other
3614,43,M,Other
3615,43,M,Technician
3616,63,M,Other
3617,53,M,Executive
3618,74,M,Technician
3619,68,M,Self-employed
3620,43,M,Executive
3621,36,M,College
3622,36,M,Educator
3623,53,M,Lawyer
3624,43,M,Programmer
3625,36,M,Student
3626,43,M,Technician
3627,53,F,Educator
3628,43,M,Executive
3629,68,F,Executive
3630,36,M,College
3631,36,M,College
3632,68,M,Lawyer
3633,53,M,Tradesman
3634,68,M,Educator
3635,68,M,Educator
3636,43,M,Other
3637,43,M,Doctor
3638,43,M,Artist
3639,36,M,College
3640,53,M,Executive
3641,43,M,Other
3642,43,F,Executive
3643,43,M,Technician
3644,43,F,Lawyer
3645,53,M,Technician
3646,53,M,Writer
3647,43,M,Executive
3648,36,M,College
3649,43,F,Other
3650,43,M,Other
3651,43,M,Sales
3652,43,M,Programmer
3653,36,M,Scientist
3654,43,M,Technician
3655,43,F,Executive
3656,63,F,Customer Service
3657,36,M,Technician
3658,43,F,Executive
3659,36,M,College
3660,53,M,Executive
3661,53,M,Programmer
3662,53,M,Self-employed
3663,53,F,Homemaker
3664,53,F,Educator
3665,43,M,Other
3666,63,M,Other
3667,19,F,Student
3668,63,F,Executive
3669,43,M,Sales
3670,63,M,Sales
3671,43,M,College
3672,53,M,Customer Service
3673,43,M,Artist
3674,43,M,Writer
3675,53,M,Executive
3676,53,F,Programmer
3677,43,F,Programmer
3678,43,M,Other
3679,43,M,College
3680,43,F,Educator
3681,43,M,Executive
3682,68,F,Educator
3683,43,M,Artist
3684,43,M,Technician
3685,43,M,Customer Service
3686,43,M,Executive
3687,68,F,Educator
3688,36,M,Doctor
3689,43,M,Other
3690,36,M,Other
3691,43,M,Executive
3692,53,M,Technician
3693,43,M,Scientist
3694,43,M,Programmer
3695,43,M,Artist
3696,53,M,Executive
3697,43,M,Scientist
3698,43,M,Executive
3699,74,F,Administrator
3700,43,M,Sales
3701,53,M,Educator
3702,53,M,Scientist
3703,36,M,Programmer
3704,53,F,Other
3705,63,M,Executive
3706,43,M,Programmer
3707,36,F,Other
3708,74,M,Executive
3709,43,M,Programmer
3710,19,M,Student
3711,53,M,Other
3712,43,M,Technician
3713,43,F,Executive
3714,43,M,Technician
3715,36,M,Customer Service
3716,36,M,Programmer
3717,53,M,Technician
3718,68,M,Technician
3719,43,M,Educator
3720,63,M,Executive
3721,43,M,Scientist
3722,43,M,Tradesman
3723,43,M,Sales
3724,53,M,Doctor
3725,36,M,College
3726,43,M,Technician
3727,53,M,Executive
3728,36,M,College
3729,36,M,College
3730,43,M,Educator
3731,43,M,Technician
3732,43,M,Technician
3733,36,M,College
3734,36,M,College
3735,43,M,Other
3736,53,M,Educator
3737,43,M,Sales
3738,63,M,Executive
3739,74,M,Lawyer
3740,36,M,Customer Service
3741,43,M,Other
3742,43,M,Other
3743,53,F,Executive
3744,43,M,Other
3745,43,F,Homemaker
3746,43,M,Customer Service
3747,63,M,Retired
3748,36,M,College
3749,43,F,Other
3750,36,F,College
3751,53,F,Programmer
3752,36,F,Educator
3753,43,M,Executive
3754,74,M,Executive
3755,68,F,Sales
3756,36,M,Programmer
3757,43,M,Executive
3758,53,F,Customer Service
3759,53,M,Doctor
3760,68,M,Other
3761,43,M,Technician
3762,68,M,Doctor
3763,43,M,Artist
3764,43,M,Educator
3765,68,F,Administrator
3766,36,F,Educator
3767,43,M,Other
3768,43,M,College
3769,43,M,Scientist
3770,53,F,Administrator
3771,43,M,Educator
3772,53,M,Technician
3773,53,M,Doctor
3774,43,M,Other
3775,53,M,Programmer
3776,43,F,College
3777,36,M,College
3778,43,M,Other
3779,63,F,Artist
3780,19,M,Other
3781,74,F,Lawyer
3782,43,F,Other
3783,43,M,Executive
3784,43,F,Educator
3785,43,F,Writer
3786,43,F,Other
3787,43,F,Other
3788,36,F,Other
3789,43,F,Other
3790,43,F,Technician
3791,68,M,Tradesman
3792,43,M,Doctor
3793,36,M,College
3794,36,F,College
3795,36,F,College
3796,63,M,Sales
3797,43,M,Executive
3798,43,M,Executive
3799,36,M,Other
3800,36,M,Educator
3801,36,M,Programmer
3802,36,M,Other
3803,53,F,Homemaker
3804,43,M,Doctor
3805,53,F,Educator
3806,36,M,College
3807,53,F,Unemployed
3808,43,M,Executive
3809,53,M,Doctor
3810,68,M,Executive
3811,43,M,Scientist
3812,53,M,Technician
3813,53,M,Executive
3814,43,M,Scientist
3815,43,M,Technician
3816,43,F,Administrator
3817,53,M,Administrator
3818,63,M,Technician
3819,43,M,Programmer
3820,43,M,Technician
3821,43,M,Writer
3822,63,M,Writer
3823,74,M,Executive
3824,43,M,Technician
3825,36,M,Educator
3826,43,M,Educator
3827,68,M,Artist
3828,43,M,Writer
3829,43,F,Educator
3830,36,M,College
3831,36,F,Doctor
3832,43,F,Executive
3833,43,M,Educator
3834,36,M,Artist
3835,43,M,Executive
3836,68,F,Farmer
3837,43,M,Technician
3838,43,F,Sales
3839,68,M,Sales
3840,43,F,Other
3841,63,M,Tradesman
3842,53,F,Self-employed
3843,19,F,Student
3844,36,M,College
3845,43,M,Programmer
3846,53,M,Other
3847,43,M,Executive
3848,43,M,Scientist
3849,53,M,Other
3850,36,M,Administrator
3851,43,M,Programmer
3852,68,M,Self-employed
3853,43,M,Sales
3854,43,M,Sales
3855,43,M,Technician
3856,53,F,Writer
3857,36,M,Sales
3858,63,F,Homemaker
3859,43,M,Other
3860,63,M,Technician
3861,36,M,College
3862,43,M,Technician
3863,43,M,Other
3864,68,M,Writer
3865,19,F,Student
3866,63,M,Sales
3867,53,M,Administrator
3868,36,M,Programmer
3869,36,M,Technician
3870,43,M,Technician
3871,36,M,College
3872,43,M,Educator
3873,63,F,Artist
3874,43,M,Executive
3875,43,M,Other
3876,43,M,Other
3877,63,M,Educator
3878,53,M,Self-employed
3879,43,M,Administrator
3880,43,M,Executive
3881,36,M,Artist
3882,74,M,Sales
3883,68,M,Self-employed
3884,36,M,College
3885,43,M,Programmer
3886,53,M,Executive
3887,36,M,College
3888,63,M,Technician
3889,63,M,Doctor
3890,36,M,College
3891,74,F,Self-employed
3892,43,M,Writer
3893,43,M,Doctor
3894,53,M,Self-employed
3895,53,F,Other
3896,53,M,Other
3897,74,M,Technician
3898,63,M,Lawyer
3899,43,M,Technician
3900,43,F,Sales
3901,36,M,Sales
3902,43,M,Customer Service
3903,43,M,Other
3904,19,M,Student
3905,43,M,Technician
3906,68,M,Technician
3907,36,F,Sales
3908,43,M,Other
3909,36,M,Technician
3910,43,M,Writer
3911,36,M,Other
3912,43,M,College
3913,36,M,Technician
3914,53,M,College
3915,53,F,Administrator
3916,43,M,College
3917,53,F,Homemaker
3918,43,M,Tradesman
3919,63,M,Other
3920,53,M,Technician
3921,43,M,Sales
3922,36,M,College
3923,53,M,Artist
3924,68,M,Programmer
3925,43,M,Programmer
3926,43,M,Artist
3927,43,F,Self-employed
3928,43,M,Other
3929,43,M,Customer Service
3930,74,M,Administrator
3931,43,M,Customer Service
3932,43,M,Executive
3933,53,F,Doctor
3934,43,M,Other
3935,53,M,Tradesman
3936,53,F,Programmer
3937,74,M,Artist
3938,43,M,Artist
3939,63,M,Executive
3940,53,M,Writer
3941,63,M,Technician
3942,36,M,College
3943,53,F,Executive
3944,53,F,Self-employed
3945,63,F,Educator
3946,43,F,Programmer
3947,43,M,Other
3948,63,F,Programmer
3949,63,M,Other
3950,43,M,College
3951,36,F,College
3952,63,F,Educator
3953,43,M,Programmer
3954,36,M,College
3955,53,M,Other
3956,43,M,Other
3957,53,M,Lawyer
3958,63,M,Executive
3959,63,F,Educator
3960,53,F,Sales
3961,43,M,Educator
3962,74,F,Other
3963,68,M,Writer
3964,74,M,Self-employed
3965,36,M,Lawyer
3966,43,M,Other
3967,36,F,Artist
3968,43,M,Artist
3969,74,M,Executive
3970,43,F,Artist
3971,36,F,College
3972,43,F,Doctor
3973,43,M,Executive
3974,53,M,Other
3975,43,F,Customer Service
3976,43,F,Other
3977,53,M,Sales
3978,53,M,Retired
3979,68,F,Homemaker
3980,43,M,College
3981,63,F,Other
3982,74,M,Retired
3983,43,M,Other
3984,43,M,Executive
3985,63,M,Self-employed
3986,43,M,Executive
3987,36,F,College
3988,43,F,Sales
3989,68,M,Programmer
3990,43,M,Self-employed
3991,43,M,Executive
3992,43,M,College
3993,43,M,Other
3994,68,M,Executive
3995,53,M,Technician
3996,36,M,Sales
3997,53,M,Technician
3998,63,M,Other
3999,53,M,Technician
4000,53,M,Executive
4001,43,F,Educator
4002,63,M,Self-employed
4003,74,M,Retired
4004,68,M,Other
4005,53,M,Executive
4006,19,M,Executive
4007,53,M,Programmer
4008,36,M,Educator
4009,36,M,Executive
4010,43,M,Sales
4011,43,M,Technician
4012,36,M,College
4013,43,M,Educator
4014,43,M,Other
4015,63,F,Administrator
4016,68,M,Other
4017,43,M,Sales
4018,63,F,Writer
4019,53,M,Technician
4020,43,M,Doctor
4021,68,M,Writer
4022,53,M,Sales
4023,53,F,Homemaker
4024,43,M,Customer Service
4025,74,F,Doctor
4026,43,M,Executive
4027,43,F,Executive
4028,43,M,College
4029,74,F,Administrator
4030,53,M,Executive
4031,43,M,Other
